epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,114.72798156738281,0.4620002508163452,161.74606323242188,0.5224824547767639,8.498684883117676,7.9762043952941895
