epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,113.5977554321289,0.47569531202316284,159.6741180419922,0.49955907464027405,8.0921049118042,7.5925445556640625
