epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.4973829984664917,0.69685298204422,0.6349204778671265,0.26779505610466003,1.4461740255355835,1.1783791780471802
