epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.5616648197174072,0.5978238582611084,0.7313088774681091,0.36585456132888794,1.888238787651062,1.5223842859268188
