epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,129.1090545654297,0.3394692540168762,179.22109985351562,0.6293097734451294,8.420880317687988,7.7915730476379395
