epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.39929452538490295,0.07541006803512573,0.5176869630813599,0.975370466709137,1.9047197103500366,0.9293491840362549
