test/mae,test/rmse,test/r2
0.6829960071942447,0.8710003573584248,0.4295055116140095
0.6803266372616193,0.8688737561975011,0.4322879058169954
0.6784455260553464,0.8716888192274983,0.42860328712261053
0.6791428787446234,0.8757136942683709,0.423314450588272
0.6838644638574854,0.8731245692676388,0.42671945321861937
