epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.37525126338005066,0.16219353675842285,0.4927929639816284,0.8730699419975281,1.8005609512329102,0.9274909496307373
