epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.48614832758903503,0.7060854434967041,0.6251773238182068,0.25955310463905334,1.4053328037261963,1.1457797288894653
