epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,89.51203155517578,0.5959643125534058,140.16917419433594,0.3926906883716583,2.3201382160186768,1.9274476766586304
