epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,84.26112365722656,0.6262741088867188,134.80911254882812,0.3605703115463257,2.3533756732940674,1.9928054809570312
