epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,85.4634780883789,0.6247260570526123,135.08802795410156,0.35594165325164795,2.167994499206543,1.8120533227920532
