epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.38322195410728455,0.06549215316772461,0.5204561352729797,0.9739535450935364,1.9052037000656128,0.9312501549720764
