epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.568763017654419,0.5895413160324097,0.7388009428977966,0.3616717457771301,1.867464303970337,1.5057926177978516
