epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.5716173052787781,0.5828942060470581,0.7447590231895447,0.3691536486148834,1.8793182373046875,1.510164499282837
