epoch,step,test/mae,test/r2,test/rmse,test/task_loss,test/total_loss,test/vgae_loss
0,0,0.4880121052265167,0.6890342831611633,0.6430562138557434,0.27607065439224243,1.4432727098464966,1.1672018766403198
