test/mae,test/rmse,test/r2
0.3635199267586241,0.47076668773662006,0.23541204447432784
0.35332069044631964,0.4606234619891047,0.2680049994348681
0.3590496148579001,0.4643802139419466,0.25601630243301954
0.3634937518300495,0.4729063829198926,0.22844594814718877
0.36123328158084084,0.46487254355956154,0.2544379433055508
