test/mae,test/rmse,test/r2
141.01059871608996,193.630128761035,0.22899203979108407
140.20946072813973,192.5169320409791,0.23783174220705827
141.81961436948257,194.18245476268348,0.2245871973459388
141.66598777949613,194.711144254547,0.22035910497373434
141.26753764444175,193.8888547486158,0.226930242194478
